Zeit;pv
15.10. 16:00;5,7039
15.10. 17:00;0
15.10. 18:00;0
15.10. 19:00;0
15.10. 20:00;0
15.10. 21:00;0
15.10. 22:00;0
15.10. 23:00;0
16.10. 00:00;0
16.10. 01:00;0
16.10. 02:00;0
16.10. 03:00;0
16.10. 04:00;0
16.10. 05:00;0
16.10. 06:00;0
16.10. 07:00;28,263
16.10. 08:00;67,838
16.10. 09:00;112,54
16.10. 10:00;140,1
16.10. 11:00;152,54
16.10. 12:00;145,88
16.10. 13:00;78,454
16.10. 14:00;53,54
16.10. 15:00;29,73
16.10. 16:00;12,442
16.10. 17:00;0
16.10. 18:00;0
16.10. 19:00;0
16.10. 20:00;0
16.10. 21:00;0
16.10. 22:00;0
16.10. 23:00;0
17.10. 00:00;0
17.10. 01:00;0
17.10. 02:00;0
17.10. 03:00;0
17.10. 04:00;0
17.10. 05:00;0
17.10. 06:00;0
17.10. 07:00;18,614
17.10. 08:00;38,504
17.10. 09:00;81,266
17.10. 10:00;79,05
17.10. 11:00;56,531
17.10. 12:00;56,443
17.10. 13:00;35,711
17.10. 14:00;47,54
17.10. 15:00;45,25
17.10. 16:00;10,567
17.10. 17:00;0
17.10. 18:00;0
17.10. 19:00;0
17.10. 20:00;0
17.10. 21:00;0
17.10. 22:00;0
17.10. 23:00;0
18.10. 00:00;0
18.10. 01:00;0
18.10. 02:00;0
18.10. 03:00;0
18.10. 04:00;0
18.10. 05:00;0
18.10. 06:00;0
18.10. 07:00;9,9723
18.10. 08:00;19,914
18.10. 09:00;63,242
18.10. 10:00;103,84
18.10. 11:00;128,21
18.10. 12:00;116,26
18.10. 13:00;59,924
18.10. 14:00;54,558
18.10. 15:00;41,943
18.10. 16:00;8,1017
18.10. 17:00;0
18.10. 18:00;0
18.10. 19:00;0
18.10. 20:00;0
18.10. 21:00;0
18.10. 22:00;0
18.10. 23:00;0
19.10. 00:00;0
19.10. 01:00;0
19.10. 02:00;0
19.10. 03:00;0
19.10. 04:00;0
19.10. 05:00;0
19.10. 06:00;0
19.10. 07:00;11,473
19.10. 08:00;23,509
19.10. 09:00;48,831
19.10. 10:00;69,143
19.10. 11:00;31,982
19.10. 12:00;42,871
19.10. 13:00;69,019
19.10. 14:00;81,358
19.10. 15:00;50,235
19.10. 16:00;13,673
19.10. 17:00;0
19.10. 18:00;0
19.10. 19:00;0
19.10. 20:00;0
19.10. 21:00;0
19.10. 22:00;0
19.10. 23:00;0
20.10. 00:00;0
20.10. 01:00;0
20.10. 02:00;0
20.10. 03:00;0
20.10. 04:00;0
20.10. 05:00;0
20.10. 06:00;0
20.10. 07:00;10,428
20.10. 08:00;30,116
20.10. 09:00;51,886
20.10. 10:00;63,685
20.10. 11:00;83,331
20.10. 12:00;97,889
20.10. 13:00;78,517
20.10. 14:00;50,918
20.10. 15:00;19,008
20.10. 16:00;8,4385
20.10. 17:00;0
20.10. 18:00;0
20.10. 19:00;0
20.10. 20:00;0
20.10. 21:00;0
20.10. 22:00;0
20.10. 23:00;0
21.10. 00:00;0
21.10. 01:00;0
21.10. 02:00;0
21.10. 03:00;0
21.10. 04:00;0
21.10. 05:00;0
21.10. 06:00;0
21.10. 07:00;19,546
21.10. 08:00;63,234
21.10. 09:00;104,95
21.10. 10:00;131,6
21.10. 11:00;137,2
21.10. 12:00;116,22
21.10. 13:00;99,134
21.10. 14:00;93,293
21.10. 15:00;44,46
21.10. 16:00;5,9978
21.10. 17:00;0
21.10. 18:00;0
21.10. 19:00;0
21.10. 20:00;0
21.10. 21:00;0
21.10. 22:00;0
21.10. 23:00;0
22.10. 00:00;0
22.10. 01:00;0
22.10. 02:00;0
22.10. 03:00;0
22.10. 04:00;0
22.10. 05:00;0
22.10. 06:00;0
22.10. 07:00;22,898
22.10. 08:00;55,651
22.10. 09:00;98,055
22.10. 10:00;130,81
22.10. 11:00;142,85
22.10. 12:00;139,12
22.10. 13:00;103,87
22.10. 14:00;89,258
22.10. 15:00;41,505
22.10. 16:00;5,3071
22.10. 17:00;0
22.10. 18:00;0
22.10. 19:00;0
22.10. 20:00;0
22.10. 21:00;0
22.10. 22:00;0
22.10. 23:00;0
23.10. 00:00;0
23.10. 01:00;0
23.10. 02:00;0
23.10. 03:00;0
23.10. 04:00;0
23.10. 05:00;0
23.10. 06:00;0
23.10. 07:00;19,854
23.10. 08:00;61,08
23.10. 09:00;101,11
23.10. 10:00;127,31
23.10. 11:00;137,38
23.10. 12:00;134,4
23.10. 13:00;102,13
23.10. 14:00;87,386
23.10. 15:00;42,648
23.10. 16:00;6,6742
23.10. 17:00;0
23.10. 18:00;0
23.10. 19:00;0
23.10. 20:00;0
23.10. 21:00;0
23.10. 22:00;0
23.10. 23:00;0
24.10. 00:00;0
24.10. 01:00;0
24.10. 02:00;0
24.10. 03:00;0
24.10. 04:00;0
24.10. 05:00;0
24.10. 06:00;0
24.10. 07:00;8,3591
24.10. 08:00;26,037
24.10. 09:00;74,805
24.10. 10:00;101,71
24.10. 11:00;57,281
24.10. 12:00;59,83
24.10. 13:00;61,945
24.10. 14:00;37,946
24.10. 15:00;27,918
24.10. 16:00;5,3473
24.10. 17:00;0
24.10. 18:00;0
24.10. 19:00;0
24.10. 20:00;0
24.10. 21:00;0
24.10. 22:00;0
24.10. 23:00;0
25.10. 00:00;0
25.10. 01:00;0
25.10. 02:00;0
25.10. 03:00;0
25.10. 04:00;0
25.10. 05:00;0
25.10. 06:00;0
25.10. 07:00;4,4069
25.10. 08:00;31,844
25.10. 09:00;50,618
25.10. 10:00;43,68
25.10. 11:00;27,02
25.10. 12:00;38,203
25.10. 13:00;30,236
25.10. 14:00;20,128
25.10. 15:00;7,0581
25.10. 16:00;0,65487
25.10. 17:00;0
25.10. 18:00;0
25.10. 19:00;0
25.10. 20:00;0
25.10. 21:00;0
25.10. 22:00;0
25.10. 23:00;0
26.10. 00:00;0
26.10. 01:00;0
26.10. 02:00;0
26.10. 03:00;0
26.10. 04:00;0
26.10. 05:00;0
26.10. 06:00;0
26.10. 07:00;0,93144
26.10. 08:00;27,394
26.10. 09:00;44,738
26.10. 10:00;34,276
26.10. 11:00;39,659
26.10. 12:00;21,962
26.10. 13:00;67,95
26.10. 14:00;16,223
26.10. 15:00;5,0459
26.10. 16:00;1,4952
26.10. 17:00;0
26.10. 18:00;0
26.10. 19:00;0
26.10. 20:00;0
26.10. 21:00;0
26.10. 22:00;0
26.10. 23:00;0
27.10. 00:00;0
27.10. 01:00;0
27.10. 02:00;0
27.10. 03:00;0
27.10. 04:00;0
27.10. 05:00;0
27.10. 06:00;0
27.10. 07:00;9,2989
27.10. 08:00;32,432
27.10. 09:00;45,167
27.10. 10:00;74,055
27.10. 11:00;92,005
27.10. 12:00;51,731
27.10. 13:00;33,228
27.10. 14:00;24,895
27.10. 15:00;9,8836
27.10. 16:00;1,1988
27.10. 17:00;0
27.10. 18:00;0
27.10. 19:00;0
27.10. 20:00;0
27.10. 21:00;0
27.10. 22:00;0
27.10. 23:00;0
28.10. 00:00;0
28.10. 01:00;0
28.10. 02:00;0
28.10. 03:00;0
28.10. 04:00;0
28.10. 05:00;0
28.10. 06:00;0
28.10. 07:00;4,3862
28.10. 08:00;14,9
28.10. 09:00;22,085
28.10. 10:00;19,539
28.10. 11:00;26,726
28.10. 12:00;32,469
28.10. 13:00;18,025
28.10. 14:00;21,244
28.10. 15:00;13,383
28.10. 16:00;0,91723
28.10. 17:00;0
28.10. 18:00;0
28.10. 19:00;0
28.10. 20:00;0
28.10. 21:00;0
28.10. 22:00;0
28.10. 23:00;0
29.10. 00:00;0
29.10. 01:00;0
29.10. 02:00;0
29.10. 03:00;0
29.10. 04:00;0
29.10. 05:00;0
29.10. 06:00;0
29.10. 07:00;0,9199
29.10. 08:00;33,892
29.10. 09:00;36,033
29.10. 10:00;85,678
29.10. 11:00;105,77
29.10. 12:00;79,972
29.10. 13:00;82,673
29.10. 14:00;68,339
29.10. 15:00;30,008
29.10. 16:00;2,0827
29.10. 17:00;0
29.10. 18:00;0
29.10. 19:00;0
29.10. 20:00;0
29.10. 21:00;0
29.10. 22:00;0
29.10. 23:00;0
30.10. 00:00;0
30.10. 01:00;0
30.10. 02:00;0
30.10. 03:00;0
30.10. 04:00;0
30.10. 05:00;0
30.10. 06:00;0
30.10. 07:00;1,1991
30.10. 08:00;8,8406
30.10. 09:00;28,527
30.10. 10:00;37,907
30.10. 11:00;29,182
30.10. 12:00;29,468
30.10. 13:00;47,813
30.10. 14:00;34,074
30.10. 15:00;9,1048
30.10. 16:00;0,65223
30.10. 17:00;0
30.10. 18:00;0
30.10. 19:00;0
30.10. 20:00;0
30.10. 21:00;0
30.10. 22:00;0
30.10. 23:00;0
31.10. 00:00;0
31.10. 01:00;0
31.10. 02:00;0
31.10. 03:00;0
31.10. 04:00;0
31.10. 05:00;0
31.10. 06:00;0
31.10. 07:00;0,91961
31.10. 08:00;6,0646
31.10. 09:00;19,861
31.10. 10:00;18,061
31.10. 11:00;24,179
31.10. 12:00;19,13
31.10. 13:00;16,632
31.10. 14:00;10,585
31.10. 15:00;5,0404
31.10. 16:00;0
31.10. 17:00;0
31.10. 18:00;0
31.10. 19:00;0
31.10. 20:00;0
31.10. 21:00;0
31.10. 22:00;0
31.10. 23:00;0
01.11. 00:00;0
01.11. 01:00;0
01.11. 02:00;0
01.11. 03:00;0
01.11. 04:00;0
01.11. 05:00;0
01.11. 06:00;0
01.11. 07:00;4,7811
01.11. 08:00;9,3576
01.11. 09:00;23,2
01.11. 10:00;24,608
01.11. 11:00;49,657
01.11. 12:00;37,18
01.11. 13:00;24,371
01.11. 14:00;29,572
01.11. 15:00;22,844
01.11. 16:00;0
01.11. 17:00;0
01.11. 18:00;0
01.11. 19:00;0
01.11. 20:00;0
01.11. 21:00;0
01.11. 22:00;0
01.11. 23:00;0
02.11. 00:00;0
02.11. 01:00;0
02.11. 02:00;0
02.11. 03:00;0
02.11. 04:00;0
02.11. 05:00;0
02.11. 06:00;0
02.11. 07:00;11,38
02.11. 08:00;50,627
02.11. 09:00;93,389
02.11. 10:00;122,69
02.11. 11:00;134,52
02.11. 12:00;129,94
02.11. 13:00;105,83
02.11. 14:00;62,072
02.11. 15:00;22,144
02.11. 16:00;0
02.11. 17:00;0
02.11. 18:00;0
02.11. 19:00;0
02.11. 20:00;0
02.11. 21:00;0
02.11. 22:00;0
02.11. 23:00;0
03.11. 00:00;0
03.11. 01:00;0
03.11. 02:00;0
03.11. 03:00;0
03.11. 04:00;0
03.11. 05:00;0
03.11. 06:00;0
03.11. 07:00;10,644
03.11. 08:00;48,416
03.11. 09:00;91,566
03.11. 10:00;117,66
03.11. 11:00;126,16
03.11. 12:00;114,69
03.11. 13:00;89,88
03.11. 14:00;69,721
03.11. 15:00;29,581
03.11. 16:00;0
03.11. 17:00;0
03.11. 18:00;0
03.11. 19:00;0
03.11. 20:00;0
03.11. 21:00;0
03.11. 22:00;0
03.11. 23:00;0
04.11. 00:00;0
04.11. 01:00;0
04.11. 02:00;0
04.11. 03:00;0
04.11. 04:00;0
04.11. 05:00;0
04.11. 06:00;0
04.11. 07:00;3,4799
04.11. 08:00;14,878
04.11. 09:00;18,864
04.11. 10:00;26,888
04.11. 11:00;41,466
04.11. 12:00;49,009
04.11. 13:00;31,384
04.11. 14:00;12,495
04.11. 15:00;8,2275
04.11. 16:00;0
04.11. 17:00;0
04.11. 18:00;0
04.11. 19:00;0
04.11. 20:00;0
04.11. 21:00;0
04.11. 22:00;0
04.11. 23:00;0
05.11. 00:00;0
05.11. 01:00;0
05.11. 02:00;0
05.11. 03:00;0
05.11. 04:00;0
05.11. 05:00;0
05.11. 06:00;0
05.11. 07:00;0
05.11. 08:00;4,4115
05.11. 09:00;10,316
05.11. 10:00;16,018
05.11. 11:00;19,996
05.11. 12:00;17,816
05.11. 13:00;19,25
05.11. 14:00;16,715
05.11. 15:00;4,392
05.11. 16:00;0
05.11. 17:00;0
05.11. 18:00;0
05.11. 19:00;0
05.11. 20:00;0
05.11. 21:00;0
05.11. 22:00;0
05.11. 23:00;0
06.11. 00:00;0
06.11. 01:00;0
06.11. 02:00;0
06.11. 03:00;0
06.11. 04:00;0
06.11. 05:00;0
06.11. 06:00;0
06.11. 07:00;2,1032
06.11. 08:00;9,9153
06.11. 09:00;29,29
06.11. 10:00;44,453
06.11. 11:00;41,868
06.11. 12:00;54,05
06.11. 13:00;29,823
06.11. 14:00;23,376
06.11. 15:00;10,589
06.11. 16:00;0
06.11. 17:00;0
06.11. 18:00;0
06.11. 19:00;0
06.11. 20:00;0
06.11. 21:00;0
06.11. 22:00;0
06.11. 23:00;0
07.11. 00:00;0
07.11. 01:00;0
07.11. 02:00;0
07.11. 03:00;0
07.11. 04:00;0
07.11. 05:00;0
07.11. 06:00;0
07.11. 07:00;0,92779
07.11. 08:00;13,507
07.11. 09:00;21,776
07.11. 10:00;23,934
07.11. 11:00;31,552
07.11. 12:00;35,165
07.11. 13:00;51,516
07.11. 14:00;47,466
07.11. 15:00;20,781
07.11. 16:00;0
07.11. 17:00;0
07.11. 18:00;0
07.11. 19:00;0
07.11. 20:00;0
07.11. 21:00;0
07.11. 22:00;0
07.11. 23:00;0
08.11. 00:00;0
08.11. 01:00;0
08.11. 02:00;0
08.11. 03:00;0
08.11. 04:00;0
08.11. 05:00;0
08.11. 06:00;0
08.11. 07:00;5,8407
08.11. 08:00;39,986
08.11. 09:00;74,545
08.11. 10:00;97,083
08.11. 11:00;112,2
08.11. 12:00;115,31
08.11. 13:00;95,193
08.11. 14:00;62,826
08.11. 15:00;22,799
08.11. 16:00;0
08.11. 17:00;0
08.11. 18:00;0
08.11. 19:00;0
08.11. 20:00;0
08.11. 21:00;0
08.11. 22:00;0
08.11. 23:00;0
09.11. 00:00;0
09.11. 01:00;0
09.11. 02:00;0
09.11. 03:00;0
09.11. 04:00;0
09.11. 05:00;0
09.11. 06:00;0
09.11. 07:00;4,3829
09.11. 08:00;30,035
09.11. 09:00;50,352
09.11. 10:00;39,523
09.11. 11:00;35,917
09.11. 12:00;33,037
09.11. 13:00;41,06
09.11. 14:00;27,226
09.11. 15:00;19,742
09.11. 16:00;0
09.11. 17:00;0
09.11. 18:00;0
09.11. 19:00;0
09.11. 20:00;0
09.11. 21:00;0
09.11. 22:00;0
09.11. 23:00;0
10.11. 00:00;0
10.11. 01:00;0
10.11. 02:00;0
10.11. 03:00;0
10.11. 04:00;0
10.11. 05:00;0
10.11. 06:00;0
10.11. 07:00;2,4638
10.11. 08:00;29,78
10.11. 09:00;65,176
10.11. 10:00;100,64
10.11. 11:00;108,72
10.11. 12:00;102,08
10.11. 13:00;75,369
10.11. 14:00;42,488
10.11. 15:00;16,525
10.11. 16:00;0
10.11. 17:00;0
10.11. 18:00;0
10.11. 19:00;0
10.11. 20:00;0
10.11. 21:00;0
10.11. 22:00;0
10.11. 23:00;0
11.11. 00:00;0
11.11. 01:00;0
11.11. 02:00;0
11.11. 03:00;0
11.11. 04:00;0
11.11. 05:00;0
11.11. 06:00;0
11.11. 07:00;1,2239
11.11. 08:00;6,5431
11.11. 09:00;11,862
11.11. 10:00;15,454
11.11. 11:00;15,131
11.11. 12:00;17,334
11.11. 13:00;9,0039
11.11. 14:00;7,222
11.11. 15:00;7,245
11.11. 16:00;0
11.11. 17:00;0
11.11. 18:00;0
11.11. 19:00;0
11.11. 20:00;0
11.11. 21:00;0
11.11. 22:00;0
11.11. 23:00;0
12.11. 00:00;0
12.11. 01:00;0
12.11. 02:00;0
12.11. 03:00;0
12.11. 04:00;0
12.11. 05:00;0
12.11. 06:00;0
12.11. 07:00;0,67161
12.11. 08:00;13,991
12.11. 09:00;29,696
12.11. 10:00;23,46
12.11. 11:00;31,499
12.11. 12:00;36,623
12.11. 13:00;27,095
12.11. 14:00;11,458
12.11. 15:00;8,3569
12.11. 16:00;0
12.11. 17:00;0
12.11. 18:00;0
12.11. 19:00;0
12.11. 20:00;0
12.11. 21:00;0
12.11. 22:00;0
12.11. 23:00;0
13.11. 00:00;0
13.11. 01:00;0
13.11. 02:00;0
13.11. 03:00;0
13.11. 04:00;0
13.11. 05:00;0
13.11. 06:00;0
13.11. 07:00;2,4594
13.11. 08:00;15,488
13.11. 09:00;20,575
13.11. 10:00;14,369
13.11. 11:00;16,904
13.11. 12:00;14,722
13.11. 13:00;12,908
13.11. 14:00;10,396
13.11. 15:00;5,1353
13.11. 16:00;0
13.11. 17:00;0
13.11. 18:00;0
13.11. 19:00;0
13.11. 20:00;0
13.11. 21:00;0
13.11. 22:00;0
13.11. 23:00;0
14.11. 00:00;0
14.11. 01:00;0
14.11. 02:00;0
14.11. 03:00;0
14.11. 04:00;0
14.11. 05:00;0
14.11. 06:00;0
14.11. 07:00;0
14.11. 08:00;20,101
14.11. 09:00;48,502
14.11. 10:00;40,186
14.11. 11:00;46,294
14.11. 12:00;29,591
14.11. 13:00;13,063
14.11. 14:00;10,939
14.11. 15:00;6,4652
14.11. 16:00;0
14.11. 17:00;0
14.11. 18:00;0
14.11. 19:00;0
14.11. 20:00;0
14.11. 21:00;0
14.11. 22:00;0
14.11. 23:00;0
15.11. 00:00;0
15.11. 01:00;0
15.11. 02:00;0
15.11. 03:00;0
15.11. 04:00;0
15.11. 05:00;0
15.11. 06:00;0
15.11. 07:00;2,7216
15.11. 08:00;32,661
15.11. 09:00;62,606
15.11. 10:00;45,637
15.11. 11:00;64,189
15.11. 12:00;75,488
15.11. 13:00;61,033
15.11. 14:00;51,604
15.11. 15:00;14,091
15.11. 16:00;0
15.11. 17:00;0
15.11. 18:00;0
15.11. 19:00;0
15.11. 20:00;0
15.11. 21:00;0
15.11. 22:00;0
15.11. 23:00;0
16.11. 00:00;0
16.11. 01:00;0
16.11. 02:00;0
16.11. 03:00;0
16.11. 04:00;0
16.11. 05:00;0
16.11. 06:00;0
16.11. 07:00;1,5019
16.11. 08:00;26,09
16.11. 09:00;62,869
16.11. 10:00;86,215
16.11. 11:00;94,908
16.11. 12:00;97,023
16.11. 13:00;77,863
16.11. 14:00;48,693
16.11. 15:00;17,826
16.11. 16:00;0
16.11. 17:00;0
16.11. 18:00;0
16.11. 19:00;0
16.11. 20:00;0
16.11. 21:00;0
16.11. 22:00;0
16.11. 23:00;0
17.11. 00:00;0
17.11. 01:00;0
17.11. 02:00;0
17.11. 03:00;0
17.11. 04:00;0
17.11. 05:00;0
17.11. 06:00;0
17.11. 07:00;1,4963
17.11. 08:00;20,612
17.11. 09:00;33,867
17.11. 10:00;29,095
17.11. 11:00;39,773
17.11. 12:00;69,823
17.11. 13:00;49,637
17.11. 14:00;31,42
17.11. 15:00;6,7022
17.11. 16:00;0
17.11. 17:00;0
17.11. 18:00;0
17.11. 19:00;0
17.11. 20:00;0
17.11. 21:00;0
17.11. 22:00;0
17.11. 23:00;0
18.11. 00:00;0
18.11. 01:00;0
18.11. 02:00;0
18.11. 03:00;0
18.11. 04:00;0
18.11. 05:00;0
18.11. 06:00;0
18.11. 07:00;0
18.11. 08:00;9,6333
18.11. 09:00;13,482
18.11. 10:00;34,052
18.11. 11:00;33,99
18.11. 12:00;57,263
18.11. 13:00;52,689
18.11. 14:00;26,138
18.11. 15:00;4,0104
18.11. 16:00;0
18.11. 17:00;0
18.11. 18:00;0
18.11. 19:00;0
18.11. 20:00;0
18.11. 21:00;0
18.11. 22:00;0
18.11. 23:00;0
19.11. 00:00;0
19.11. 01:00;0
19.11. 02:00;0
19.11. 03:00;0
19.11. 04:00;0
19.11. 05:00;0
19.11. 06:00;0
19.11. 07:00;0
19.11. 08:00;13,114
19.11. 09:00;40,028
19.11. 10:00;46,576
19.11. 11:00;59,76
19.11. 12:00;47,743
19.11. 13:00;34,318
19.11. 14:00;24,916
19.11. 15:00;5,0506
19.11. 16:00;0
19.11. 17:00;0
19.11. 18:00;0
19.11. 19:00;0
19.11. 20:00;0
19.11. 21:00;0
19.11. 22:00;0
19.11. 23:00;0
20.11. 00:00;0
20.11. 01:00;0
20.11. 02:00;0
20.11. 03:00;0
20.11. 04:00;0
20.11. 05:00;0
20.11. 06:00;0
20.11. 07:00;0
20.11. 08:00;7,9875
20.11. 09:00;21,677
20.11. 10:00;47,296
20.11. 11:00;92,979
20.11. 12:00;87,999
20.11. 13:00;68,24
20.11. 14:00;30,245
20.11. 15:00;4,7654
20.11. 16:00;0
20.11. 17:00;0
20.11. 18:00;0
20.11. 19:00;0
20.11. 20:00;0
20.11. 21:00;0
20.11. 22:00;0
20.11. 23:00;0
21.11. 00:00;0
21.11. 01:00;0
21.11. 02:00;0
21.11. 03:00;0
21.11. 04:00;0
21.11. 05:00;0
21.11. 06:00;0
21.11. 07:00;0
21.11. 08:00;10,257
21.11. 09:00;17,967
21.11. 10:00;34,732
21.11. 11:00;25,514
21.11. 12:00;13,545
21.11. 13:00;11,403
21.11. 14:00;13,905
21.11. 15:00;0
21.11. 16:00;0
21.11. 17:00;0
21.11. 18:00;0
21.11. 19:00;0
21.11. 20:00;0
21.11. 21:00;0
21.11. 22:00;0
21.11. 23:00;0
22.11. 00:00;0
22.11. 01:00;0
22.11. 02:00;0
22.11. 03:00;0
22.11. 04:00;0
22.11. 05:00;0
22.11. 06:00;0
22.11. 07:00;0,67812
22.11. 08:00;14,207
22.11. 09:00;43,065
22.11. 10:00;70,663
22.11. 11:00;66,231
22.11. 12:00;62,123
22.11. 13:00;53,9
22.11. 14:00;39,282
22.11. 15:00;6,1433
22.11. 16:00;0
22.11. 17:00;0
22.11. 18:00;0
22.11. 19:00;0
22.11. 20:00;0
22.11. 21:00;0
22.11. 22:00;0
22.11. 23:00;0
23.11. 00:00;0
23.11. 01:00;0
23.11. 02:00;0
23.11. 03:00;0
23.11. 04:00;0
23.11. 05:00;0
23.11. 06:00;0
23.11. 07:00;0
23.11. 08:00;4,4895
23.11. 09:00;20,643
23.11. 10:00;30,536
23.11. 11:00;35,943
23.11. 12:00;29,981
23.11. 13:00;16,812
23.11. 14:00;12,504
23.11. 15:00;1,8113
23.11. 16:00;0
23.11. 17:00;0
23.11. 18:00;0
23.11. 19:00;0
23.11. 20:00;0
23.11. 21:00;0
23.11. 22:00;0
23.11. 23:00;0
24.11. 00:00;0
24.11. 01:00;0
24.11. 02:00;0
24.11. 03:00;0
24.11. 04:00;0
24.11. 05:00;0
24.11. 06:00;0
24.11. 07:00;0
24.11. 08:00;18,848
24.11. 09:00;51,6
24.11. 10:00;77,383
24.11. 11:00;87,911
24.11. 12:00;83,194
24.11. 13:00;62,113
24.11. 14:00;35,547
24.11. 15:00;6,0578
24.11. 16:00;0
24.11. 17:00;0
24.11. 18:00;0
24.11. 19:00;0
24.11. 20:00;0
24.11. 21:00;0
24.11. 22:00;0
24.11. 23:00;0
25.11. 00:00;0
25.11. 01:00;0
25.11. 02:00;0
25.11. 03:00;0
25.11. 04:00;0
25.11. 05:00;0
25.11. 06:00;0
25.11. 07:00;0
25.11. 08:00;8,5614
25.11. 09:00;24,703
25.11. 10:00;34,464
25.11. 11:00;30,738
25.11. 12:00;22,388
25.11. 13:00;18,762
25.11. 14:00;9,1635
25.11. 15:00;0
25.11. 16:00;0
25.11. 17:00;0
25.11. 18:00;0
25.11. 19:00;0
25.11. 20:00;0
25.11. 21:00;0
25.11. 22:00;0
25.11. 23:00;0
26.11. 00:00;0
26.11. 01:00;0
26.11. 02:00;0
26.11. 03:00;0
26.11. 04:00;0
26.11. 05:00;0
26.11. 06:00;0
26.11. 07:00;0
26.11. 08:00;10,638
26.11. 09:00;42,245
26.11. 10:00;41,544
26.11. 11:00;46,156
26.11. 12:00;35,646
26.11. 13:00;28,411
26.11. 14:00;5,7052
26.11. 15:00;2,4037
26.11. 16:00;0
26.11. 17:00;0
26.11. 18:00;0
26.11. 19:00;0
26.11. 20:00;0
26.11. 21:00;0
26.11. 22:00;0
26.11. 23:00;0
27.11. 00:00;0
27.11. 01:00;0
27.11. 02:00;0
27.11. 03:00;0
27.11. 04:00;0
27.11. 05:00;0
27.11. 06:00;0
27.11. 07:00;0
27.11. 08:00;6,8761
27.11. 09:00;26,347
27.11. 10:00;59,341
27.11. 11:00;83,557
27.11. 12:00;76,89
27.11. 13:00;58,357
27.11. 14:00;33,485
27.11. 15:00;4,3726
27.11. 16:00;0
27.11. 17:00;0
27.11. 18:00;0
27.11. 19:00;0
27.11. 20:00;0
27.11. 21:00;0
27.11. 22:00;0
27.11. 23:00;0
28.11. 00:00;0
28.11. 01:00;0
28.11. 02:00;0
28.11. 03:00;0
28.11. 04:00;0
28.11. 05:00;0
28.11. 06:00;0
28.11. 07:00;0
28.11. 08:00;10,809
28.11. 09:00;43,928
28.11. 10:00;71,489
28.11. 11:00;84,952
28.11. 12:00;85,022
28.11. 13:00;69,797
28.11. 14:00;35,616
28.11. 15:00;3,0873
28.11. 16:00;0
28.11. 17:00;0
28.11. 18:00;0
28.11. 19:00;0
28.11. 20:00;0
28.11. 21:00;0
28.11. 22:00;0
28.11. 23:00;0
29.11. 00:00;0
29.11. 01:00;0
29.11. 02:00;0
29.11. 03:00;0
29.11. 04:00;0
29.11. 05:00;0
29.11. 06:00;0
29.11. 07:00;0
29.11. 08:00;3,4295
29.11. 09:00;29,561
29.11. 10:00;24,068
29.11. 11:00;11,402
29.11. 12:00;8,9289
29.11. 13:00;12,477
29.11. 14:00;9,9693
29.11. 15:00;0
29.11. 16:00;0
29.11. 17:00;0
29.11. 18:00;0
29.11. 19:00;0
29.11. 20:00;0
29.11. 21:00;0
29.11. 22:00;0
29.11. 23:00;0
30.11. 00:00;0
30.11. 01:00;0
30.11. 02:00;0
30.11. 03:00;0
30.11. 04:00;0
30.11. 05:00;0
30.11. 06:00;0
30.11. 07:00;0
30.11. 08:00;10,039
30.11. 09:00;42,957
30.11. 10:00;70,034
30.11. 11:00;80,358
30.11. 12:00;80,254
30.11. 13:00;60,715
30.11. 14:00;28,989
30.11. 15:00;3,0739
30.11. 16:00;0
30.11. 17:00;0
30.11. 18:00;0
30.11. 19:00;0
30.11. 20:00;0
30.11. 21:00;0
30.11. 22:00;0
30.11. 23:00;0
01.12. 00:00;0
01.12. 01:00;0
01.12. 02:00;0
01.12. 03:00;0
01.12. 04:00;0
01.12. 05:00;0
01.12. 06:00;0
01.12. 07:00;0
01.12. 08:00;7,4456
01.12. 09:00;40,212
01.12. 10:00;56,377
01.12. 11:00;58,263
01.12. 12:00;73,75
01.12. 13:00;66,42
01.12. 14:00;40,705
01.12. 15:00;8,474
01.12. 16:00;0
01.12. 17:00;0
01.12. 18:00;0
01.12. 19:00;0
01.12. 20:00;0
01.12. 21:00;0
01.12. 22:00;0
01.12. 23:00;0
02.12. 00:00;0
02.12. 01:00;0
02.12. 02:00;0
02.12. 03:00;0
02.12. 04:00;0
02.12. 05:00;0
02.12. 06:00;0
02.12. 07:00;0
02.12. 08:00;2,8437
02.12. 09:00;11,398
02.12. 10:00;8,1119
02.12. 11:00;8,4715
02.12. 12:00;8,4665
02.12. 13:00;7,7416
02.12. 14:00;4,8936
02.12. 15:00;0,95929
02.12. 16:00;0
02.12. 17:00;0
02.12. 18:00;0
02.12. 19:00;0
02.12. 20:00;0
02.12. 21:00;0
02.12. 22:00;0
02.12. 23:00;0
03.12. 00:00;0
03.12. 01:00;0
03.12. 02:00;0
03.12. 03:00;0
03.12. 04:00;0
03.12. 05:00;0
03.12. 06:00;0
03.12. 07:00;0
03.12. 08:00;3,8924
03.12. 09:00;20,054
03.12. 10:00;22,301
03.12. 11:00;22,277
03.12. 12:00;20,755
03.12. 13:00;16,995
03.12. 14:00;13,245
03.12. 15:00;3,8595
03.12. 16:00;0
03.12. 17:00;0
03.12. 18:00;0
03.12. 19:00;0
03.12. 20:00;0
03.12. 21:00;0
03.12. 22:00;0
03.12. 23:00;0
04.12. 00:00;0
